ID,longitude,latitude,flow_accumulation,QA_PIXEL_mean,QA_PIXEL_variance,B1_mean,B1_variance,B2_mean,B2_variance,B3_mean,B3_variance,B4_mean,B4_variance,B5_mean,B5_variance,B6_mean,B6_variance,B7_mean,B7_variance,meadow_pred
3833.0,-118.69832994936212,37.23144173971548,2.0,22280.0,0.0,15304.730201342283,0.0,16232.238031319914,0.0,17879.020581655484,0.0,18546.632214765104,0.0,20270.97941834452,0.0,21204.76196868009,0.0,19912.092617449667,0.0,0.4892560418350089
3895.0,-118.85018530304328,37.25623544747424,2.7376014427412088,22280.0,0.0,19157.719891745604,0.0,19768.350022553,0.0,20228.719891745604,0.0,20835.730717185383,0.0,23085.987370320257,0.0,23260.55345060893,0.0,21139.564727108704,0.0,0.4764334351924851
3904.0,-118.82194052750432,37.260224918492746,2.0,22280.0,0.0,17227.00274160384,0.0,17996.53324194654,0.0,18941.24057573681,0.0,19773.078821110357,0.0,21726.261823166555,0.0,22746.964359150104,0.0,20863.44208361892,0.0,0.47808540922296405
3915.0,-119.0731770609215,37.26501073639693,2.0,33290.56101426308,0.0,18706.770998415217,0.0,18961.44294770206,0.0,20857.63549920761,0.0,21154.049920760703,0.0,23573.891442155316,0.0,23529.17194928685,0.0,21029.071315372432,0.0,0.4764334351924851
3985.0,-118.72751493593636,37.28032663836007,3.0,22280.0,0.0,19695.07424460432,0.0,20547.2837410072,0.0,21417.1928057554,0.0,22237.3292086331,0.0,24486.698992805763,0.0,23919.842589928063,0.0,21605.849784172664,0.0,0.4992548574411702
4095.0,-118.88814692798589,37.327445465174,1.8564495929868503,22280.0,0.0,19445.678645253614,0.0,19900.579901415167,0.0,21275.713944983312,0.0,21930.10876132931,0.0,24043.75353792336,0.0,24925.999363968836,0.0,22474.053585625694,0.0,0.4862646724030962
4343.0,-119.03824888715604,37.46007195353867,1.0,22280.0,0.0,16413.96316141996,0.0,17685.873409243133,0.0,19820.778968519764,0.0,20361.45947756196,0.0,23457.917615539187,0.0,24380.40321500335,0.0,20600.05693235097,0.0,0.44561782162369834
4356.0,-119.03974245006368,37.46205308290235,1.0,22232.61074505829,0.0,18109.020020273703,0.0,18563.085656360872,0.0,20529.924480486578,0.0,21058.1776482514,0.0,23860.219716168274,0.0,24925.352762290928,0.0,21128.655093765847,0.0,0.461358622969777
4449.0,-119.05451216508465,37.49172585594982,1.8603268945022289,47801.55752212391,0.0,19061.201696165197,0.0,19542.41482300885,0.0,20099.82595870207,0.0,20432.588126843664,0.0,22731.418141592927,0.0,22000.73709439529,0.0,20359.599557522128,0.0,0.46285593063259967
4537.0,-119.78605344986046,37.6442191103064,1.0,21968.668197913667,52470.38402401283,11421.110393339077,4179539.835582357,12711.12178198871,8568219.846651997,14409.87285864676,12926917.368679613,15381.383529524355,12914791.540849192,17922.158149105177,4092047.419976383,15672.197530864196,651097.7823077096,12986.74543018471,232243.8817749748,0.49094879519130097
4698.0,-119.02090818738252,37.21264624135272,1.3129169193450576,22299.82577132486,0.0,18298.82335148216,0.0,18656.976406533573,0.0,20107.21415607985,0.0,20403.23774954628,0.0,23582.47852389595,0.0,24441.29885057472,0.0,20548.332728372658,0.0,0.4593501141950361
4700.0,-119.0239448888952,37.254817993271736,1.1377889267156427,34711.27059807612,0.0,16695.64303638645,0.0,17211.58281053952,0.0,19284.55290673358,0.0,19545.553952321206,0.0,22293.400041823505,0.0,22616.429736511916,0.0,19670.96319531577,0.0,0.46050340290056346
4896.0,-118.08294866034316,36.06741967701061,2.763157894736842,39727.56228571428,240244216.58742848,10321.109333333332,4807504.655428571,11329.18523809524,5004394.666904761,12623.563333333332,4413816.41147619,13646.412952380952,3974117.500476189,17813.286857142855,3377616.5906666666,18996.84342857143,2438946.3836190472,17181.02504761905,1655715.1773809523,0.4812564383249866
5017.0,-118.16984905738798,36.34068222043813,3.906843354430379,47823.18387511114,110054201.12558044,11587.762968086154,10726803.69306392,12203.976286928164,10075167.482610412,13895.835786977568,12206110.061900996,14673.106511214302,11175197.622715143,19588.00686691037,5718343.271489969,20793.10087935974,1688580.3095049893,17537.31869380496,5118339.466282973,0.4917038961496735
5025.0,-118.18865032273035,36.35127763246591,2.657163886162906,45699.69655477032,130739263.3030036,9595.9276109148,2371828.303224382,10513.008944346291,2264695.918979438,11754.951781507658,1994774.290574696,12716.041102277191,1997074.0866583243,17391.194800255205,1067349.8536084122,19428.96290979584,1030407.2740049568,16413.317628582652,595662.3666323124,0.4967802496262281
5071.0,-118.21421528882354,36.431748839279145,1.0,38438.0,261080964.0,12548.364116701126,17200242.72398346,13275.835171146337,17214255.778026644,14782.06972203078,17911885.697852056,15750.220997013554,17319595.733976565,19281.347231794167,12174858.478922583,20904.42878474615,6445958.656501262,18536.39007580978,6714185.391109579,0.4734242643368163
5074.0,-118.322322530639,36.438434580565634,1.0,36311.75799926442,251625523.80286863,10980.978300845898,1423762.323050754,11873.672305994847,1593299.6836152994,13368.884700257446,756634.958256712,14548.333946303785,690213.6401710187,18026.681868333944,647559.7853990437,20391.232438396462,473942.96239426255,18575.007999264435,595352.6254367414,0.4931991946413696
5080.0,-118.21973868214076,36.44935519947914,1.6010184451737008,38210.0,268500996.0,10015.240595291987,110368.5808001358,10753.353938433673,164475.2101290176,12254.972906292438,330849.6347329109,13545.204719330017,563600.1258431416,17343.551539157994,1716831.7606043457,20993.593888637388,4184203.689508829,18303.47566772296,2854247.6213671337,0.49865910742547687
5111.0,-118.21496078373704,36.50345528828737,1.0,38220.67180051338,268155189.75357533,11696.691785845249,841095.6434726805,12538.627062706271,806377.2346901355,14356.260909424276,747904.3856802346,15783.354602126876,709613.744407774,19082.290245691234,849318.0387788778,21967.78877887789,253047.50623395675,19841.95856252292,99063.11331133114,0.4275519705438007
5115.0,-118.22415798838284,36.50870930644075,3.85868700447176,44350.48849975296,158201080.28731406,12651.504707141672,12129294.885567045,13373.764656639392,12080548.941284234,14854.693047702687,11396273.128691597,15794.94219684909,11990518.395578297,19512.299088763237,7160480.170651038,20244.98346324859,5958358.669546301,18211.270955700707,7371268.919319862,0.48242272348681664
5123.0,-118.27200147601285,36.57691722445698,1.0,49114.549927378364,81724554.54630226,24525.194952795937,54754399.14500728,25048.97278503994,48521097.15948773,25493.219135802472,34893971.777360216,26414.963652868555,32432617.301797405,27550.48358750908,22366691.48344226,25577.908641975308,10871191.81817963,23301.439088598403,8506865.86473464,0.4981893587802056
5206.0,-118.59630958529362,37.16010494125918,2.0,28572.87301064647,149286398.73764315,12824.288771814292,18782364.16851425,13692.758862912964,19781704.873815533,15312.7790582812,18537445.942194413,16320.741082208322,18424150.8256686,19054.88629129624,15781782.73215528,19880.53364065416,12196860.310174532,18000.26857644606,9489286.300589023,0.49086884647022117
5215.0,-118.59341832726211,37.16692577765129,4.939359267734553,23081.66801619433,24875088.97165992,10268.008868324656,4251416.839277682,11134.89049546944,4044381.1974808862,13353.956236745706,6084087.868645968,14305.889338731444,6055344.962791587,17661.99672257567,4943241.710558443,18902.68016194332,4887105.285264451,16805.38268748795,3629333.4367971146,0.4984178159797971
5217.0,-118.59743486646217,37.16773235919852,2.0,29898.548339700268,177954953.51630914,12464.050347732393,21719801.04097691,13267.912038397491,21877506.74248213,15042.506611813104,21455444.44908087,15959.286707806836,20961958.95216638,19559.46478597316,13501380.951839888,20749.96326770497,12334346.460900526,18380.261631893423,11430413.804225031,0.4924830976161418
5232.0,-118.58613599495132,37.17540329145798,1.0,33090.14745129439,243764218.70701012,14017.492660795308,29759613.542901,14965.107552708838,31315956.404946186,15931.14484921271,25750810.095153894,16586.90505737924,27235193.87508896,19524.648852415277,24482549.28101372,19317.935948759008,20391012.3276399,17481.45736589272,17157612.92492883,0.4931047932638869
5239.0,-118.5845727249238,37.178352013979485,1.0,28387.989228007176,106573945.22321963,9792.31518053062,3509829.5832502167,10832.952224217031,4156654.884383936,12389.961899062437,5121467.269466054,13108.906243766203,6512693.247689338,17424.86475164572,7000779.591528689,17210.074606024333,5676277.354943808,15382.219529224014,5235593.450512001,0.4931291306426797
5253.0,-118.5871728203994,37.183518745190746,1.0,29060.897262077146,151061841.97325698,13121.0833772103,25424141.00637496,14091.31706594708,23995657.48937993,15889.768274757576,17912139.874568537,16934.364464042817,16037735.347615289,20757.756822868672,11706300.255742406,22142.04340529157,6487840.849924321,19811.600993813357,5694353.690735019,0.4058806823453581
5256.0,-118.5868285791123,37.185948724952894,1.0,36768.8433589019,248983888.95545688,17034.841979545152,25106771.219469115,18035.860213968517,24204664.598612785,19582.409197954512,20222238.542575035,20681.49185843089,17875545.34636434,23147.150080742835,14850668.26601962,25125.16585923833,9198665.07519178,22727.80971605437,6210149.933005887,0.4200908146015252
5264.0,-118.5929548486334,37.19167520279965,1.4756521739130437,25637.63747200796,69244463.10425477,12112.28740565646,15148184.298550636,13171.735879572025,15053829.941976983,14888.830814049925,11636300.3060791,15914.596707306951,11626491.0219651,19602.73323587957,6563314.125222909,20298.215279505683,5141355.182164244,18140.215735672213,4805987.446650977,0.4798173183279338
5270.0,-118.58405918288072,37.19618258317677,1.1368349094223542,32510.80806469984,176526784.872081,12428.962771006563,11252457.65366531,13177.36169647264,11550850.480686232,15060.467801951623,13968199.661259186,15782.548145194967,12390826.543648982,19157.51140980369,8614164.97406057,20923.28313779094,6946106.069211879,18447.196092949067,6096548.780223638,0.4734242643368163
5271.0,-118.5964885045386,37.1968279019146,1.6926643484020532,26291.685700016656,72714810.18678212,10399.958381887798,1598086.2413018146,11269.616447477949,1554893.3888796405,13578.066588979524,2380238.137922424,14663.324205094055,2013025.1475362084,18175.18195438656,1360288.5319627104,20402.46179457301,938709.8743133018,18390.19527218245,774260.5125686702,0.4729028230419689
5272.0,-118.58836289342374,37.1975457030984,1.0,22068.49488859764,44371.48938401046,9843.373001310612,4270388.845478375,10761.21782437745,3524187.264511432,13308.738968982088,3269177.5452235285,14348.887549148092,2838096.871224692,18145.00061162079,1846903.5252657635,19522.683355176927,2262732.9174020765,17644.426037570985,1614657.5147662675,0.46184673469859294
5282.0,-118.49971830499864,37.20109581285104,2.909891400058702,23829.920518104213,41926638.1772152,11206.532577764696,4648308.49080071,11861.173977038565,4807201.571370169,13011.305465606914,4731523.698950054,13946.827691099985,4538608.406666007,17383.67922676872,3158907.421335812,20576.87896182907,1269237.5603882635,17656.916445883628,1624930.1194926845,0.476911237845109
5284.0,-118.49730486400485,37.202818793942,4.0,32304.541546643028,231983936.97141588,13492.475145874876,23932701.815889902,14163.257256813647,24082819.76133145,15330.50402540808,22831229.86424403,16183.877834404311,20820663.257158324,19472.65558756186,14037257.49100132,22039.87155624492,4591956.826648958,19188.747691853165,7040588.572469665,0.45710821600734686
5290.0,-118.49819071788151,37.20482057743354,2.381487025948104,26614.354585297293,105012075.98599744,11773.457702803278,21675882.588921968,12378.238092284786,21240577.466699045,13085.09817663111,16847892.421486948,13874.1134127181,16659504.48145621,18158.12484495162,10052463.400510624,19597.02404283469,3772808.547372453,16912.120710328294,5184954.835631486,0.491469413432778
5301.0,-118.52782338380712,37.22623120584093,5.0,32719.232965606752,241296247.47566512,14808.829872377242,48555456.18004181,15238.012221501189,44924464.69327277,16536.46117239887,46944065.65188548,17473.91931646117,42556938.96863508,20561.50529958901,30169389.77929196,23664.83008868699,10406889.170307904,20307.620051914342,11734402.81000795,0.4986374999679497
5910.0,-118.25320772975962,36.47132601869123,5.2576376409083485,30245.0,197691723.0,14829.88638585628,29365220.24518289,15773.220791917867,30404297.083733905,17224.99625224051,28948361.741526805,18303.94822388789,30108159.31015765,21902.87147629135,20307930.655257046,23155.420115691697,15530590.927356604,19887.515194720545,14662918.212838111,0.441200686407274
5919.0,-118.25972597025692,36.61423973750145,1.0,26967.025980160608,82830851.5578649,14540.558691544642,32848322.024415445,15517.13332546056,28929313.10749292,16988.00118091639,21467795.16591876,17581.86206896552,21715773.192548417,20955.91450165329,6921347.380727444,20215.850377893243,6513260.702733823,18652.156471421826,8587553.375619983,0.4801508221849511
5928.0,-118.64946235200858,37.15865062433837,2.552263969171484,41433.29016670693,223156179.32834017,20107.300797294032,6723960.35697028,20685.537207054847,6021225.27718048,22423.860473544337,3582271.950048321,23088.67359265524,3270812.046388017,24244.69340420392,2170732.6995651126,25155.14423773859,2021015.05399855,23006.217081420637,1736687.2898647017,0.48904284508338647
5930.0,-118.60024642058433,37.1637234337882,1.0542385057471266,47343.02449567724,77377808.64553313,18525.718840057634,2681856.251711095,19406.470461095098,2912906.6884005764,20873.972622478384,2306614.969200288,21841.91102305476,2717257.603386167,23668.94218299712,3298694.5307096536,24691.446685878964,3545155.729286743,22659.90634005764,2788754.644632565,0.42876578557610207
5933.0,-118.59803512985376,37.17032562508884,1.9268512944009637,32900.0,245355552.0,14519.16176470588,40673339.03327996,15458.935374149658,39727999.43497399,17121.592136854742,32935605.04068293,17945.776610644254,32597559.7945178,21936.89025610244,16965019.21235162,21737.38425370148,20819391.456315883,19615.33553421368,17573678.216219835,0.4644811746074002
5944.0,-118.49989942502502,37.18864053213512,1.0,43359.75070445881,240635229.8792199,13528.799933697996,29618469.604840044,13966.317752362009,28221762.695618536,15207.12497928062,27778703.100944795,16045.949941985746,26119944.44090833,19170.302005635676,17633538.961821098,22142.796287087687,11027458.815072678,19676.516989888943,11330382.424553843,0.4272762150801913
5953.0,-118.60271309524204,37.20027694835971,1.0,21938.02878338279,27725.869732937685,11254.499554896143,4864733.479005935,12005.549851632048,4275407.21810089,13685.762314540058,4305970.914243323,14673.82700296736,3709530.4909495553,18101.775667655787,2523303.909050445,19610.104747774483,5733060.844807122,17563.86691394659,4846175.488649852,0.45884578058591
6057.0,-118.21156535869592,36.43436944519633,1.0,38438.0,261080964.0,12238.145733173078,13914460.599609377,13091.042968750002,15534696.617938705,14510.046274038465,15949797.914362984,15408.68810096154,16712775.483774038,19959.129807692312,8471274.242187502,20685.615084134613,7355308.065054086,18197.575120192305,9061399.249999998,0.47719493573693805
8005.0,-120.16241613732052,38.561287801647,1.0,22006.95404721754,42445.44814502529,9799.143760539628,3967640.976391231,10487.243254637438,4498897.085160203,12667.172849915683,7623237.542790895,13103.93338954469,7178029.439924115,18676.153246205737,6133478.268444351,17257.645025295114,4110628.8480185503,14593.229974704893,3542350.042896291,0.49916524114468436
9482.0,-121.50609579100583,40.43367520284544,1.7541971588463192,38438.0,276024996.0,11635.06153516295,11366914.672491424,11938.13807890223,11179192.87049743,12204.780445969129,9223312.379502574,12878.962907375648,10500044.397834478,15495.481346483708,17139881.982954547,16477.08576329331,8032816.480274443,16498.092838765006,6024911.709369642,0.4874869718602141
9491.0,-121.50027426741296,40.43728435569732,1.318514899853444,38438.0,276024996.0,11845.162420382168,12616154.0011024,12157.13449289564,13064796.21031357,12444.025967662908,11772490.690592848,13049.523027927486,13083979.110117588,15570.295933365996,20976820.17932386,16350.977462028415,12131647.898334147,16233.780009799117,9156779.642087212,0.49728605350300625
9644.0,-121.3837503785862,40.67232737183027,1.071213980451064,38438.0,276024996.0,14157.939405471689,31097428.413696133,14415.865871707052,29103437.32855513,14955.721256712755,24444857.98520023,15727.298638420223,20679641.538447708,18211.020846547417,14987707.29322593,18243.06651444036,4913020.830309948,16663.431223307536,7637275.651169184,0.4857108867548425
9652.0,-121.21384381258969,40.7423962069877,3.142770993517261,38438.0,276024996.0,11803.091516340855,11150884.58942184,12093.407540191709,9968789.660030944,13235.358328930488,9982216.796154426,14079.063702920974,9126750.868027773,18487.819118424024,7792721.199090495,19442.839761491425,5099579.587666993,17413.79990942713,8907746.807796815,0.48963175573933243
9737.0,-121.54366631557528,40.4428920861524,1.0,38438.0,276024996.0,12814.41451209341,21901372.195579648,13093.360717264386,21144076.25834028,13862.543994995833,16239146.872080898,14107.019182652211,18520200.036280237,21158.93828190159,1711378.2518765638,18186.24645537948,7655193.368223519,16228.354045037526,15966761.465387825,0.4954906330986052
9808.0,-121.30226129941045,40.72697513575328,3.313689095127609,38438.0,276024996.0,12100.620264931447,16009682.387055542,12163.740413664887,14365714.074889611,13531.3911224727,17726747.829537537,14140.62845689054,16604197.776754592,17490.390948175696,13190992.461160816,18677.16436207298,12962670.468248898,16890.06995119685,14700858.310887758,0.4978116461531434
10478.0,-118.48320529163632,36.35328042479823,2.0,22128.174953015547,46116.55789054057,11569.345293012131,5534622.40241472,12669.233213736548,4845328.28691839,14822.123013839058,4946259.304060592,15601.37502135657,4334402.946864846,18453.96104561764,4021947.074890368,19167.77549974373,5637760.750042727,17111.086280539894,3963496.6873967713,0.47908493928317203
10507.0,-118.5875631100365,36.37254154327594,1.4493448386065837,22072.044571792427,53345.208107825485,10923.211822137326,6965944.534207082,11688.268598111006,7220042.923149034,13045.402260426614,6829307.017855249,13734.527061445408,7661703.428941595,17573.426456542507,5034456.969533762,17351.339382362312,4648560.902401922,15844.199299586118,6074499.836127912,0.4922602700342789
