Date,Site,ID,Lat,Long,CO2PixelDay
9/26/15,Greenville,V11,40.23812292,-120.9105211,12.31837529
9/26/15,Greenville,V12,40.23786203,-120.9104266,16.80826855
9/26/15,Greenville,V13,40.2389621,-120.9097328,10.00995823
9/26/15,Greenville,V14,40.23922155,-120.9098292,4.97622181
9/26/15,Greenville,V15,40.23948253,-120.9099193,15.97105665
9/26/15,Greenville,V16,40.23937663,-120.9102493,20.01314889
9/26/15,Greenville,V17,40.23911207,-120.9101607,14.42791878
9/26/15,Greenville,V18,40.238856,-120.9100594,12.88481198
9/26/15,Greenville,V19,40.23875009,-120.9103828,18.10539769
9/26/15,Greenville,V2,40.23844236,-120.9095425,11.19016158
9/26/15,Greenville,V20,40.23900989,-120.9104784,14.55819018
9/26/15,Greenville,V21,40.23927026,-120.9105738,17.51892136
9/26/15,Greenville,V22,40.23916481,-120.9108983,13.61878116
9/26/15,Greenville,V23,40.23890324,-120.9108055,16.5818213
9/26/15,Greenville,V24,40.23864341,-120.9107082,19.69702925
9/26/15,Greenville,V3,40.23870131,-120.9096417,10.63542989
9/26/15,Greenville,V4,40.23859564,-120.9099653,8.220226694
9/26/15,Greenville,V5,40.2383362,-120.9098689,6.166748369
9/26/15,Greenville,V6,40.23807473,-120.90978,13.54307531
9/26/15,Greenville,V7,40.23796805,-120.910106,14.20074299
9/26/15,Greenville,V8,40.23822982,-120.9101946,3.893288629
9/26/15,Greenville,V9,40.2384894,-120.9102885,15.40151326
9/30/15,Bonita,BO1,36.04003875,-118.3321552,35.29673724
9/30/15,Bonita,BO10,36.04104,-118.33338,42.62766975
9/30/15,Bonita,BO11,36.04088827,-118.3331067,33.37131919
9/30/15,Bonita,BO12,36.04074,-118.33283,68.11277895
9/30/15,Bonita,BO13,36.03774023,-118.3296938,39.25963882
9/30/15,Bonita,BO14,36.03749,-118.32981,33.27932598
9/30/15,Bonita,BO15,36.03723108,-118.3299158,48.30526058
9/30/15,Bonita,BO16,36.03728,-118.33023,40.48737291
9/30/15,Bonita,BO17,36.03738875,-118.3305344,15.85518845
9/30/15,Bonita,BO18,36.03754,-118.33011,40.87823303
9/30/15,Bonita,BO19,36.0369756,-118.3300267,20.29530618
9/30/15,Bonita,BO2,36.04019,-118.33243,32.39909643
9/30/15,Bonita,BO20,36.03671,-118.33015,12.00950105
9/30/15,Bonita,BO21,36.03646599,-118.3302562,36.13328249
9/30/15,Bonita,BO22,36.03652,-118.33058,34.90653247
9/30/15,Bonita,BO23,36.03677725,-118.3304621,15.44223508
9/30/15,Bonita,BO24,36.03703,-118.33035,43.79103913
9/30/15,Bonita,BO3,36.04034033,-118.3327059,54.08309268
9/30/15,Bonita,BO5,36.04043424,-118.3322826,57.66656769
9/30/15,Bonita,BO6,36.04028,-118.33201,63.33340504
9/30/15,Bonita,BO7,36.04049153,-118.3329856,51.45158846
9/30/15,Bonita,BO8,36.04064,-118.33326,30.00085088
9/30/15,Bonita,BO9,36.04082487,-118.3335836,40.86152682
9/30/15,Osa,O1,36.18075613,-118.309748,11.86184978
9/30/15,Osa,O10,36.18113,-118.30741,10.85983173
9/30/15,Osa,O11,36.18119436,-118.3077373,16.08733596
9/30/15,Osa,O12,36.18126,-118.30806,24.86172162
9/30/15,Osa,O13,36.18142686,-118.3089308,27.16769457
9/30/15,Osa,O14,36.18149,-118.30861,3.343187112
9/30/15,Osa,O15,36.18121809,-118.3085611,14.82425107
9/30/15,Osa,O16,36.18095,-118.30852,9.624748479
9/30/15,Osa,O17,36.18096965,-118.3081823,12.73323358
9/30/15,Osa,O18,36.18116,-118.30889,7.011105767
9/30/15,Osa,O19,36.18136106,-118.3105484,20.87706932
9/30/15,Osa,O2,36.18089,-118.30946,13.15855222
9/30/15,Osa,O21,36.18109266,-118.3099457,6.269177262
9/30/15,Osa,O22,36.18087,-118.31015,2.129179939
9/30/15,Osa,O23,36.18100497,-118.3104432,0.123693928
9/30/15,Osa,O3,36.18101572,-118.3091665,7.40006758
9/30/15,Osa,O4,36.18078,-118.309,32.86820041
9/30/15,Osa,O5,36.1806546,-118.3092859,11.23414355
9/30/15,Osa,O6,36.18052,-118.30958,6.183526213
9/30/15,Osa,O7,36.1814894,-118.3079751,21.9203187
9/30/15,Osa,O8,36.18144,-118.30765,15.093024
9/30/15,Osa,O9,36.18138722,-118.3073222,7.889001263
9/30/15,Partnership,P1,36.15727778,-118.2742293,3.812999709
9/30/15,Partnership,P10,36.15833,-118.27481,9.862595387
9/30/15,Partnership,P12,36.1586,-118.27451,1.769678611
9/30/15,Partnership,P13,36.15887679,-118.2742128,2.866498289
9/30/15,Partnership,P14,36.15861,-118.27418,0.397935978
9/30/15,Partnership,P15,36.15834295,-118.274147,5.825587109
9/30/15,Partnership,P16,36.15807,-118.27445,11.5120325
9/30/15,Partnership,P17,36.1563861,-118.2768673,8.039105815
9/30/15,Partnership,P18,36.15657,-118.27711,15.1294084
9/30/15,Partnership,P19,36.156755,-118.2773524,4.589079261
9/30/15,Partnership,P2,36.15755,-118.27422,15.24532218
9/30/15,Partnership,P20,36.15694,-118.2776,21.24345425
9/30/15,Partnership,P21,36.15712751,-118.2773687,9.701728257
9/30/15,Partnership,P22,36.15694,-118.27713,5.576031023
9/30/15,Partnership,P23,36.15676109,-118.2768804,12.06316573
9/30/15,Partnership,P24,36.15658,-118.27664,8.54870522
9/30/15,Partnership,P3,36.15756664,-118.2745466,5.304416806
9/30/15,Partnership,P4,36.15782,-118.27421,0.605920234
9/30/15,Partnership,P5,36.15807465,-118.2741117,15.73451895
9/30/15,Partnership,P6,36.1578,-118.27389,6.145322797
9/30/15,Partnership,P7,36.15752373,-118.273889,5.845966747
9/30/15,Partnership,P8,36.15726,-118.2739,5.31038659
9/30/15,Partnership,P9,36.15806149,-118.2747739,4.296010956
10/5/15,Bean,BE1,37.75321,-120.14115,51.9464481
10/5/15,Bean,BE10,37.753,-120.14211,60.71701178
10/5/15,Bean,BE11,37.7528,-120.14188,109.9570719
10/5/15,Bean,BE12,37.75259,-120.14163,40.3142207
10/5/15,Bean,BE15,37.75547,-120.14291,112.6323954
10/5/15,Bean,BE16,37.75531,-120.14264,69.16771708
10/5/15,Bean,BE17,37.75494,-120.1426,60.22739071
10/5/15,Bean,BE2,37.75339,-120.14139,54.81391213
10/5/15,Bean,BE3,37.75358,-120.14164,45.08095761
10/5/15,Bean,BE4,37.75376,-120.14139,53.08162152
10/5/15,Bean,BE5,37.75358,-120.14114,71.8269782
10/5/15,Bean,BE6,37.75339,-120.1409,57.60763424
10/5/15,Bean,BE7,37.75243,-120.14191,24.93783393
10/5/15,Bean,BE8,37.75263,-120.14213,100.9238769
10/5/15,Smith,S1,37.761,-120.11996,51.04065805
10/5/15,Smith,S10,37.76184,-120.1213,102.5262262
10/5/15,Smith,S11,37.76198,-120.12159,57.77314823
10/5/15,Smith,S12,37.76213,-120.12188,36.27375395
10/5/15,Smith,S13,37.76237,-120.1217,53.76959926
10/5/15,Smith,S14,37.76222,-120.12142,71.52830673
10/5/15,Smith,S15,37.76208,-120.12113,81.41707774
10/5/15,Smith,S16,37.76194,-120.12084,29.81382546
10/5/15,Smith,S17,37.76004,-120.11923,88.57347924
10/5/15,Smith,S18,37.76015,-120.11953,89.81852384
10/5/15,Smith,S19,37.76026,-120.11985,52.56655598
10/5/15,Smith,S2,37.76117,-120.12023,37.01829877
10/5/15,Smith,S20,37.76036,-120.12016,76.80218203
10/5/15,Smith,S21,37.76061,-120.12007,39.46040812
10/5/15,Smith,S22,37.76051,-120.11976,31.41710372
10/5/15,Smith,S23,37.76041,-120.11945,34.88242372
10/5/15,Smith,S24,37.7603,-120.11914,55.67529062
10/5/15,Smith,S3,37.76133,-120.1205,81.65752649
10/5/15,Smith,S4,37.7615,-120.12077,130.9973615
10/5/15,Smith,S5,37.76172,-120.12058,39.72830176
10/5/15,Smith,S6,37.76156,-120.12032,51.14646687
10/5/15,Smith,S7,37.76139,-120.12005,120.9329486
10/5/15,Smith,S8,37.76123,-120.11978,65.31374551
10/5/15,Smith,S9,37.7617,-120.12101,85.5090971
10/20/15,Deer,D1,39.42899305,-120.6516882,42.72751966
10/20/15,Deer,D10,39.42837,-120.65052,39.45386633
10/20/15,Deer,D11,39.42819702,-120.6507842,75.84746353
10/20/15,Deer,D12,39.42802,-120.65105,70.82147905
10/20/15,Deer,D13,39.42915643,-120.6508688,64.873976
10/20/15,Deer,D14,39.42933,-120.6506,109.4669693
10/20/15,Deer,D15,39.42949452,-120.6503227,66.6201885
