ID,longitude,latitude,flow_accumulation,QA_PIXEL_mean,QA_PIXEL_variance,B1_mean,B1_variance,B2_mean,B2_variance,B3_mean,B3_variance,B4_mean,B4_variance,B5_mean,B5_variance,B6_mean,B6_variance,B7_mean,B7_variance,meadow_pred
71.0,-121.35888333172538,40.08346910261247,1.894777265745008,24195.60908041554,36154648.13235858,11349.401115813773,13598025.867160443,12060.421315890724,16873961.839553673,12728.727972297038,11998051.631973833,13574.879569065026,14847042.254905734,18240.25913813005,8895637.948922662,18652.175644478644,16741592.464313194,16168.505194305502,15916470.046556368,0.48342382496715414
75.0,-121.36000748250588,40.096632272846016,5.199082142442198,25551.233560090703,59083423.86394556,10982.283126925977,14428224.928934818,11375.597360311644,14783844.562939703,12336.891272748411,15626716.330455257,13002.108494679918,17413363.148613285,16790.620937263782,13807786.60888714,17257.809872667003,14103002.352433274,15685.02630966916,15206202.997776026,0.5419986066703857
76.0,-121.36308644462716,40.09551884939082,1.5038845726970032,26925.35133136096,83619508.35355029,10777.442400147927,15183274.891133508,10885.547614644973,14201958.243019598,12116.928716715976,18994772.6582378,12546.621209319526,19024022.42598928,15437.081823224857,15815312.086677147,16734.05020340237,17054813.74486871,15585.241309171595,17473907.117048822,0.5125430948059719
92.0,-121.4018817297267,40.0993731391484,6.534517045454545,27038.61673883722,86587904.76638031,9865.857315255198,10320988.213139772,9998.831972740823,9498000.269468302,10629.181763327886,9834820.253229924,10956.493433662235,9330266.48168524,13401.345957265565,8360256.18462057,14580.716866614604,3881021.59457301,13960.502271597925,4201794.779566266,0.5741267736105783
110.0,-121.29186328178852,40.14395977635554,20.332781456953644,21824.0,0.0,7981.370026525202,10028.845490716183,8162.486737400534,10642.22811671088,8626.43982095491,100405.78572612736,8806.688992042444,163618.83488063663,11961.527354111411,4373723.371933026,11205.96966180372,4244717.765666447,9966.445291777192,1864084.9298740055,0.5782157551392318
171.0,-119.3384327201218,37.95957257537572,2.3688376027066225,21841.30265909769,0.0,10735.005377950403,809.6181655213622,11283.799223184942,336.1219002091425,12645.141619360622,50.60113534508514,13537.341499850616,6.777561995817148,19127.488497161637,0.6507319988048998,20891.160442187032,7.765760382432028,17368.600537795035,21.00761876307141,0.5592769435592742
174.0,-119.33940467728816,37.93401739506412,5.591089457029486,21943.346291560105,0.0,10595.13145780051,0.0,11175.663938618924,0.0,12542.576982097184,0.0,13416.95754475703,0.0,18177.084398976986,0.0,19284.567263427107,0.0,16641.41125319693,0.0,0.5823264018416786
175.0,-121.39744826151632,41.21634804022449,50.87519498993255,21903.70322028772,427868.6540339574,10179.813537612654,19851307.33891916,10729.559476149409,18856148.29330204,11948.0292182574,15685373.692672696,12867.080112097256,14856192.50223329,18766.179258710254,8843710.48402165,17954.17187246376,5805080.95588928,14595.913842183802,6695554.872014437,0.5813493644125854
186.0,-121.3102784431722,40.76842109303444,1.862729284669343,36446.11972993248,242526625.8076519,11484.926772318087,14145421.449292012,11968.34218867217,13728665.080921795,12825.176453488386,11294595.744950302,13767.470105026256,10404169.834199175,16828.648115153792,11224356.030359156,17962.697965116287,4957376.1140050655,16496.980063765943,6503196.707689419,0.4798121237708139
191.0,-121.44939668315656,40.842388325324144,1.112947732929337,21824.0,0.0,9394.633228712892,29170.647629806,10092.77213939771,26291.026969073835,11466.484956302927,38105.67388863336,12999.485267458536,72898.20724316133,16395.287358965335,236661.1570050597,18867.0720934008,389808.3835939826,16092.879339267833,448549.7564530968,0.5644831175156267
194.0,-118.92538136278492,37.71807001117926,123.54097835074155,38664.29500337609,0.0,19237.6843855503,0.0,19777.9360904794,0.0,20889.54312964213,0.0,21654.89686022957,0.0,24319.799696151247,0.0,24126.08391289668,0.0,21028.026704929085,0.0,0.5485888714130311
200.0,-121.5769263703456,40.63150487795584,410.0824968309979,30244.713924809446,205168352.3915603,11932.722591419026,26780809.327941693,12230.664250235504,23515767.3906622,13504.095825126318,17453653.314816516,14076.430602894576,14898821.017160866,17928.39516999229,9013549.618121088,17681.69191573178,3563081.563438812,15750.200085638427,2584764.897430845,0.5688003709595161
201.0,-121.39358848271928,40.78505046524923,1.1016922453755795,38438.0,276024996.0,14006.033643030683,33110196.54885605,14303.676549986503,30167341.68820301,15364.044418698824,27965227.698950533,16148.433096373612,23548716.95889949,19343.65317646,20917370.231103208,19567.626709709348,13319306.280532926,17465.337723836958,14819937.61582718,0.5014208979297567
202.0,-121.3986556305319,40.78415468082479,1.009359574331688,38438.0,276024996.0,12578.886465683128,14687485.92928159,12900.231270044898,13025167.911914686,14012.978832584991,13141925.72857601,14902.26966003848,9895072.301539453,18371.751314945483,9214417.59047466,19157.114913406025,3592541.4441789603,16921.912540089797,5048108.308932006,0.47210581211203306
203.0,-121.3957531317874,40.77708310539154,1.394688292720424,32104.451630267584,169529786.86158106,11221.802243540447,11635431.38897166,11890.8562365426,11613444.99583781,12655.58801138111,9023064.729044903,13576.918880729,7366847.369737191,16801.715443325123,6917977.905745344,17106.18315518301,3693956.533009072,15442.291765995064,4130704.275381611,0.4924026861737749
211.0,-121.25545439257932,40.75452231427568,1.0,38438.0,276024996.0,18030.62548007496,94013398.78120103,18230.983731219465,89198855.71497367,19006.17316496144,83993719.48807871,19474.594448029,76024520.35286663,22316.692291148185,59275871.9501183,21838.139828555628,37516219.6967616,19525.158094448037,38769721.25087566,0.5345911681204378
212.0,-121.2461546182222,40.75765316639545,6.264284701545443,38438.0,276024996.0,18934.357943262406,106997226.19308507,19275.218510638293,106138416.17400707,19182.82439716312,86354472.54460992,19695.66609929077,82325481.91595742,22822.236312056728,61650319.19716313,22075.48482269504,34367953.04425532,19768.50241134752,38506353.89425532,0.5643441916516546
214.0,-121.24090909812313,40.754571893588405,20.085470085470085,38438.0,276024996.0,13190.452995391708,21283096.39861752,13531.688479262675,20316469.27304147,14184.406682027651,18921418.01048388,15033.56612903226,18090541.24297236,18778.58548387097,18898402.222695857,18837.91566820277,8975973.409907835,17183.812442396316,12453341.213824889,0.5701253282652715
215.0,-121.24019719633066,40.75626076866528,20.0,38438.0,276024996.0,10222.18881477681,4923583.201641868,10425.20318111852,3519785.0459209853,12594.133914828117,10120396.846331451,13214.77424320164,8072654.24448435,17375.281169830683,8338606.801180091,18925.621344279112,5653698.070548999,16559.809389430473,6675330.234864033,0.5466676516283124
219.0,-121.2545311521866,40.76663879863364,5.24405306495883,38438.0,276024996.0,12180.207934336524,14984167.487346102,12391.22321021432,13311038.609211126,13989.609211126311,18083793.218422253,14540.551413588692,16524890.633321932,18541.27268581852,13417471.192544464,19179.003647970814,12944571.352827178,17198.709074327406,17116379.54559964,0.5273405065333687
221.0,-121.26045232720196,40.76590865916081,4.297225839548557,38438.0,276024996.0,18595.33879306942,101990538.2928326,18856.571910644507,99122539.58810236,19112.28373524884,86231240.9273197,19567.968682164417,80994407.24994075,22392.00049334964,61796369.08729324,21738.726644827715,39288397.176145546,19619.275940324416,41951938.53805697,0.5642695265242812
222.0,-121.26248504140688,40.76160363450293,1.0,38438.0,276024996.0,14707.926062445797,37645028.7550954,15029.077840416305,36466790.736014746,15935.322202948835,35814026.41825673,16490.934084995668,33325358.15589767,19980.365134431915,27471951.211621866,20436.52840416306,24716505.10570252,18139.179098005206,26139163.22528188,0.5858364480244674
238.0,-120.98305049358844,40.34221912165335,2.069506381669999,35682.70073891625,229758451.16717973,13271.77855603448,31568423.641510148,13771.413870073888,31109664.3517934,14504.27516933497,26733184.30715055,15337.543873152708,26158824.30426416,20522.884159482757,17243577.884582814,20335.54056342364,5644701.193850063,17615.9559729064,12033329.023552945,0.4903913390636632
240.0,-118.3272613787644,35.442001879906265,19.546551510392987,22052.0,51984.0,14039.456633601983,31392028.41769736,14609.966077702007,31503712.22078684,15854.430305848322,30530422.518353507,16516.409072122344,29563942.312280443,21206.447964455478,14310681.693976028,20723.63931597438,9676594.806290042,17625.75898946064,11917466.109374354,0.588347653170234
259.0,-118.30803086643476,35.80312515397036,4.752848674713594,22018.05949572624,44245.56502558132,10148.830397353027,2795125.7025213693,10868.09661162342,2761403.572125548,12344.628396801572,2838497.9805995533,13243.108130878343,2711271.322133208,18014.855274041853,1792985.901427652,19408.07008057352,2625747.3024800103,16812.655096351213,2411770.168438467,0.5079348177000882
260.0,-118.2713821143864,35.81126477187967,11.048450125844484,29442.871039300724,117788559.65606068,13267.493907889944,18381048.03392875,13878.914859451052,18210749.50369996,15005.440684700196,16855274.345396154,15912.14083038109,15860549.590396652,20183.90154951495,12987976.363266887,21800.731798165747,2320248.73735225,18863.63321524352,6470447.250455253,0.5292110762504645
261.0,-118.32100367482192,35.816750089758614,3.344318662716886,44422.60670343658,215.03775986423415,10087.94988332626,8.705027577428934,10745.313481120063,8.743901145523969,11891.789244802714,86.31451527365296,12936.344929995756,528.2008379295714,16907.818784471783,2035.1499787865932,22550.352566822225,30113.894516334327,19016.86216588885,16623.478733559612,0.5279263130354979
262.0,-118.27471701220637,35.8197717193782,80.4819391634981,22052.0,51984.0,12995.824614472129,23124818.67393238,13522.26939501779,23921851.35041517,14477.812870699876,22255810.493268088,15091.021470937128,24184119.878706995,20059.325029655985,13358981.4772242,19667.18914590748,13539619.540124554,17266.759786476872,15319491.89051008,0.5522069697257256
276.0,-118.37017985308064,35.86899307169951,1.0,38428.61512027491,260931462.86597937,13316.744272623137,26580595.10839061,13990.456185567007,28410710.373568155,14482.165521191291,22142513.37285223,15350.86025200458,23429880.749427263,20151.302691867128,13973139.141609391,20010.25773195876,5858427.208476517,17552.8863115693,11504890.412227947,0.4724020642959679
283.0,-118.6000010576812,35.92486234671487,1.0,22433.68381344307,7329797.685871055,11788.760059442158,20667655.75044772,12294.257801783262,22527393.90035342,12693.38937471422,17337076.49166953,13044.754058070415,19904173.314738613,19375.625771604937,4835023.198955,16278.05506973022,5323383.22050278,14769.309585048011,8602612.763645973,0.5208318588506196
284.0,-118.5641442149346,35.926940437017535,1.0,21969.272201569605,47338.87704805804,10103.058343659644,9312485.681252584,10543.14348409748,9173415.792613247,12114.921313506817,14808080.622805664,12477.19563197026,15725163.869260294,18045.35408921933,7341800.635507019,17815.63166047088,14582335.53049704,16248.87845931433,14747617.164317427,0.5532894814985936
285.0,-118.38829515640052,35.92694383969647,2.0993286542569427,22052.0,51984.0,10524.973985352455,7158489.271704304,10938.955599633811,7122128.540204454,12830.936145865122,11093375.808323164,13268.323542874585,13143470.09601007,19786.747940189194,3464922.708269759,18733.56743973146,12969753.900671346,16088.64136405249,16942362.416348793,0.5030538195579374
288.0,-118.34933905657373,35.93347422952785,3.740796393688954,26533.20138055221,69890693.22388954,10815.002776110445,12384755.964773407,11438.123124249703,12768587.31531363,12786.826530612245,12064542.09971488,12985.683298319327,12427130.10005252,19421.279036614644,4018585.8275435176,16827.078181272507,3654653.403886554,14742.20363145258,5756167.836884754,0.5254339143636656
289.0,-118.60494723369408,35.94072221220561,2.3342047930283227,21977.547361062563,37507.15554002097,10992.322993125948,13873389.141806474,11380.505840032623,14620689.632997876,12318.86495106606,13288442.359477548,12520.848275661192,15160581.593751213,19588.313177210755,1906605.2279603097,16578.983164394736,7442824.107455623,14873.4925142724,13510662.068109434,0.5316573569337681
292.0,-118.32763165721552,35.940553585858474,4.0,39530.49081386649,123504538.45772716,20458.019037326463,148158119.41557908,20505.59797156872,136890881.48852777,20290.601587829417,108218010.20032842,20596.8279574362,102612552.40184136,23721.537825255637,46529865.65747362,21294.24993765069,9091344.46252806,17010.015379499546,6852944.774253888,0.5940603414656235
293.0,-118.5852124787253,35.945434938806066,61.38411003900636,21976.0,46208.0,11544.89845837616,22652423.19036201,11917.923261390892,22740021.74799591,12942.363617677292,24219987.530341458,13454.937512846876,23364561.81491379,16888.81349777321,17361423.012036085,17881.848852346702,9404406.284846405,16463.236793422413,7815848.12940504,0.5905058782029102
294.0,-118.32799145622305,35.944410180365026,6.11176905995559,26661.4845310198,77684922.47143559,15991.68460468162,80115566.68397036,16402.52332623997,78573423.817155,16966.101776068095,70065471.76708543,17164.646095924047,69037776.2327713,21539.124815845476,33339573.785480447,18430.908413815683,18445912.27451301,15111.5933049599,14036718.670363396,0.5950714959150587
298.0,-118.32816595614229,35.94827552010246,1.0,37787.02383654938,159202859.63223615,18307.29001135074,108912197.65711316,18598.797578509275,104141051.41978814,18385.78925463489,80318422.79871361,18791.46405599697,78353976.25397275,22543.053348467653,36000995.60196747,20088.315172152867,11899203.042943629,16669.786984487328,11324180.445894817,0.5792814045794751
301.0,-118.35525070647886,35.95245031720036,13.251535392477695,22052.0,51984.0,10311.034476582794,7113551.713486171,10864.556192352473,7850528.191456977,12207.654584937764,8299988.068091258,12760.298289603305,10920329.862227997,19074.6500850721,2087858.937964539,17944.48414972689,6047016.608646015,15752.268536760108,12494030.257555747,0.5549951949690661
318.0,-118.6292915068466,35.97846342105009,1.149341374385018,26649.02445220704,104667937.14067955,11146.39038848311,23332117.42399704,11566.75561024663,23654550.988863308,12462.345056631731,23135004.076642487,12721.949401926537,24998555.8214336,18628.50701280829,9266688.598263117,16546.316052715138,13570860.749951474,14932.439319360636,14755286.292487023,0.5167898026057542
319.0,-118.62741552756422,35.9824030541035,1.0,32343.91949685536,173388492.16603777,10313.606918238997,4995456.676939204,10863.615199161426,5661370.920702307,11920.86666666667,5848539.933228513,12601.965513626836,7353201.016719079,17991.291194968555,2595477.9536687634,18232.427882599583,2757707.881132076,16445.085324947595,3938847.285010483,0.49285161712891823
321.0,-118.35160201346646,35.9812076545072,3.0,24020.30620587142,31500.77146042364,9947.090672612409,10644568.916078286,10502.89867459433,11874678.78062678,11479.726929270408,11478937.826055989,11660.014616623312,12689503.268425616,18197.31233742104,3145661.6714666174,16173.501424501424,5626021.548990462,13311.575498575496,6025319.124550974,0.5829109830214649
322.0,-118.26334099900473,35.98076470187399,498.0,25046.448064311408,50954872.059234194,11332.281997038292,13017060.41093717,12063.990374444686,13528801.423154222,12784.410937169454,8205980.108895709,13356.833086524226,8626055.717791408,18903.343029405547,3519176.92611593,16680.244764121006,2152326.808440872,14204.983075946697,2064604.743283266,0.5791701772833804
336.0,-118.341375851246,36.0040219084998,60.36463928001164,26942.100203311067,82411051.62416503,11736.086915480686,23419425.517390363,12179.337351147256,24190657.591998264,13311.049085100203,21004820.451786235,13530.0419692129,22972823.404806856,19217.90654952077,6889378.370498114,15982.19837351147,6480236.356230031,13863.355503921,8076060.504937557,0.5879802161192307
339.0,-118.60397517537837,36.01078412687785,2.0,22036.277384285957,1419763.2969856695,9940.989897326086,14361810.400263552,10403.615329709546,14358142.740752945,11746.120024158568,15898539.081187434,12133.287871300718,15794371.33807354,16592.629495415364,9435934.39499258,17197.87525393949,6215476.431010808,15503.911217262395,5263819.68147293,0.5577485324337971
340.0,-118.6109547154412,36.01240368550256,1.1711350136458498,21976.0,46208.0,11388.288347491589,23829004.65858134,11943.060479777749,25172176.171038818,12702.66340759738,22517877.672525883,13393.891061601762,24954797.600933205,16484.03424694129,23611419.601467468,18115.03173585511,15774583.603711426,17305.55345407919,12955785.123577494,0.491324641663962
345.0,-118.37346228380416,36.012610745340304,2.3985098826436064,38568.56903474904,245568579.84139007,11981.463494208492,20931703.638870653,12526.433166023167,21525975.709922787,13827.539691119691,20503235.914768346,14020.56666023166,20764868.212596525,20170.39951737452,5257137.201148651,18274.536138996144,6544313.100810812,15053.873069498071,6664824.64985521,0.5076369379129524
346.0,-118.60520979464248,36.016892853877664,1.0,33052.0,242034656.0,21301.81781957284,99191900.71682076,21724.131282541704,100275825.788262,21944.66257570928,87763367.10555027,22304.84916586972,91827992.48507065,25723.235469131854,41144670.33985052,23497.593188821585,47771013.04027204,20978.49516523218,45425869.44479865,0.5862430890440212
349.0,-118.3217553342607,36.01668340136856,2.0274651058081945,37591.08314606742,261761222.34606743,15167.288539325844,49790784.86606742,15246.09168539326,44402349.22089888,16084.598202247193,42124591.44269663,16333.885617977528,37616009.28932585,19675.904943820224,15199774.529775282,19163.222471910118,2671393.2667415733,15820.279550561798,2994400.492134832,0.5491813557082198
352.0,-118.60987277051257,36.02104043584374,2.8434945106283585,21963.049602246138,53025.94977385155,14922.012010606768,38742983.0567774,15434.055139603804,38236049.54947227,16203.658399625643,39138028.90001559,16801.751364841675,41758372.5490563,21123.586647948832,19057381.78334114,20861.79753548588,31623115.09410909,18844.893308376228,24432647.73477877,0.5937735229164837
354.0,-118.32588773736752,36.01711808088762,1.0407904470041214,36537.04378172587,244009091.37182724,12371.981123096444,17996891.315487515,12879.4633037225,18387160.91217216,14214.242332910317,20025079.631900374,14690.462510575297,19124678.977818318,19280.112838409463,8112273.527548647,19267.167036802024,2582252.9046901427,16535.014329526217,5082848.132852156,0.4772225485555599
363.0,-118.38378144099494,36.02226020039264,4.147922924756392,38210.0,268500996.0,7153.307897818764,661690.1138376519,7600.456082564775,561777.8489972184,8578.8167910994,788758.7676035718,8730.714426877474,722559.9507209779,14390.40213731518,9547039.404772358,12692.197628458493,6841385.904918752,10586.374396135268,2980005.901332162,0.5811030706295406
367.0,-118.6012190308124,36.031550359264735,1.0,21974.999209902555,45903.75981037661,9400.486129400402,7408852.936419105,10001.90347642876,8367481.281779478,10709.59318760425,7724320.803236476,11432.00276534106,9066495.856092531,14985.37915898516,7659638.197612143,16066.062549381091,5623628.652393697,15312.490343253445,5500403.811320334,0.5314401730767218
370.0,-118.58734981542412,36.03969678117174,2.447147147147148,28450.55751503005,145970927.97114217,11229.141082164326,38734384.31057113,11613.135587842347,37997629.96254451,12460.503957915824,32297395.780363463,12698.988527054104,33866728.15532452,18131.98188042752,13272192.762666993,16499.935537742145,12457825.702672,14810.767585170332,11483345.088902792,0.5784377039247487
375.0,-118.27239135118516,36.04388600409587,3.0,28594.59578441836,109734013.98345782,18056.760338847387,100938674.82634068,18527.03241728922,98424723.27548026,18481.53155016009,79279302.61562838,19052.161752934902,77345369.36862995,22436.528215048027,47799008.23942769,21093.113127001063,10969299.628068304,17971.232123799364,9405714.544757204,0.5764736923419963
376.0,-118.5931351883748,36.04984251150436,2.731658291457287,28846.039215686276,155552212.70588234,9757.356963298138,13810811.34618178,9998.336014747778,12552908.852885311,11425.66163901458,19126434.41047987,11660.175046086808,17681557.19201441,16635.301491536782,7737080.144572922,15637.03829395006,10392866.129615655,13605.818501759675,13497392.661443489,0.5991296013406993
377.0,-118.3362692569776,36.04714604265126,1.8338768463456745,29690.421093000965,128698272.04832213,18328.082118887836,98234686.82835571,18797.288638542665,96971595.80496164,18981.814717162037,78614136.16872002,19510.831783317357,77388585.90462604,23449.32646212848,43497022.50124639,22873.77790028763,20934096.73923778,19693.53231064237,26620137.11255993,0.5426311083350871
382.0,-118.40212692192074,36.04889401797935,69.60614061235786,21963.349164392912,33710.1008697135,10077.904935482036,11178696.633134617,10814.794110959523,12252179.144416971,12240.477063437927,12919597.092224682,12747.84038199181,15338587.432308242,19010.787829695302,11317401.129116448,18133.40666922464,17642008.023366444,15122.880073328784,15509376.08204249,0.5599789908006406
384.0,-118.26704406530392,36.05354310260086,6.552089241822651,21885.663636363635,14059.309090909092,9750.530965909094,8691234.639725378,10253.746022727271,9056501.97130682,10976.303882575758,7141339.845691291,11562.068181818184,7691119.3649621215,16523.944128787884,4750416.239015152,18718.561553030304,1716397.3443181824,15725.975000000006,2492393.0714015155,0.5960973429531089
385.0,-118.18415111660433,36.05240508646328,5.347951807228914,21945.512022517087,25603.11749095296,9467.661841576197,152948.75094491354,10481.965339766786,353897.52842782467,12072.671893848008,753386.7844792922,12847.301608363488,758381.0478287091,17982.8555287495,404208.48803779634,18555.37314032971,574328.3332931243,15538.090269400886,653766.0958785684,0.5718538325362486
387.0,-118.18744018175826,36.05468738119641,2.1123339658444023,21910.73391701561,23777.98781880473,11088.065854586985,7454667.857441949,11749.679672630376,8859066.493433574,13092.501712980586,10027851.68062429,13649.85401598782,13148438.39674534,19758.527788351734,4291575.996478873,18495.21412257328,16237149.95041873,16326.924248191855,19252918.2710316,0.5248143792171791
388.0,-118.39272789694114,36.05975026864213,1.859410710976589,22029.87947641393,50302.84020745863,10984.805816250924,12233562.27509879,11564.239596196592,12552877.732764946,13288.950687412527,14847319.71063157,13922.194955544584,16230979.4528673,20356.86141639911,8644367.353755044,20349.89040503828,12305583.06291334,17117.586369062323,13454732.787823124,0.49021264077977056
391.0,-118.40870198095418,36.06358071395888,2.5241165234001914,21976.0,46208.0,10885.873020941435,18091259.38953195,11426.097442856764,18694978.07869225,12720.934301907884,19499375.862057965,13217.451557968125,21891979.360315066,19790.90628242996,7608908.940226904,18500.28101966419,16843392.47291628,15448.488305260638,18655756.25131493,0.5291185293940536
394.0,-118.26721686051138,36.07054111181712,2.1978288364249576,32876.59987331081,182583847.29603037,16186.10974451013,91525750.78132915,16488.43090160473,87589944.22954497,17066.438608530396,73886964.93689293,17450.341849662163,73163484.31376685,20849.55600717904,49022986.05529456,19881.17013302364,16900245.546954177,16887.26726140202,13260324.668364652,0.5706601135482404
425.0,-118.2670724242071,36.127807957931495,1.4289086208834436,35535.52266981291,227260226.6414967,13856.292965896955,35401664.4169476,14485.358053823247,36655208.49013987,14605.532108545423,25116898.681948423,15157.29906174504,24543675.50056184,19483.23596831283,14947997.47131861,19022.354935670548,1909616.643420979,16507.63458621272,2088339.6772009665,0.4926907563030467
437.0,-118.26494731479902,36.14192062935615,13.352593266606002,28723.92101679528,112420477.76486611,11209.197684975034,10609937.93111666,11847.61620517476,11838354.5518611,13522.30526554698,15090511.921130275,13741.528143440764,15709288.995574215,20007.574443940084,3898187.2588515664,18626.7258284158,7521434.391965502,16105.089877439854,12895949.937131183,0.5520360331987416
445.0,-118.3044649703635,36.14571501626187,19.726564010050897,37736.57161248793,264211539.09752172,19553.24705503702,118207848.56404892,20009.7397167686,115137088.70481174,20460.307981976188,99846146.7684744,21075.525909237203,93222444.63717411,23833.706404892186,60556785.04222722,23323.647473447058,17673940.287946578,19772.743611200516,16422186.626971366,0.5685932886313032
462.0,-118.2229607695457,36.164818001689646,3.0,21824.0,0.0,7736.982161134671,103986.85524199446,8052.064483111567,210213.7684603012,8793.975288784912,799593.5425500806,8892.486840181315,1023207.6094092703,14085.64124872057,20094266.277050745,12607.93771019155,14565752.615587076,10413.539552566162,5737154.084807721,0.5783904505506197
509.0,-118.48747994680215,36.21710074782556,519.1290381679388,21975.479897348167,46049.888793840895,9871.60232596033,5276736.438415686,10447.775347264653,5512590.0860863365,11867.728970630164,7365879.23630291,12855.318892826595,6772317.427145709,15674.285062528004,7834754.221421095,16663.733145953,8691528.077423375,15145.756812904803,9965700.563417375,0.5539418975986067
516.0,-118.59140128612393,36.22824036265653,4.52635556395239,22047.485596707826,44935.58761211903,13046.96277302944,20273445.415870003,13525.680690091804,21149045.53473146,14997.622190566635,24643819.91726812,15522.157201646098,25754013.500400964,19401.393352326693,13319166.288751723,19549.870496992724,23411390.306526337,17380.457739791073,21215873.47546693,0.5460061390041666
523.0,-118.60246781046756,36.23539152318512,1.0,22570.769402985075,8804646.013432832,11908.665858208951,16970613.490951486,12391.31884328358,17757610.37658581,13109.398507462683,15854685.509888066,13613.980037313431,19261676.95457089,19435.580410447757,5029522.576399253,17598.237313432834,12012021.155223878,16117.288619402982,22093535.335914176,0.5568454791863182
525.0,-118.59766835395384,36.23978758462496,1.0,32576.52665941242,231501970.55930367,16161.035304074485,44839797.45907386,16771.752750574295,45886102.52786846,17937.267561358967,46493257.06968124,18297.811993712978,50619272.74630236,22530.68589046065,20769124.57203888,22192.05138435498,39902339.320839904,19750.86760972072,35029716.34723736,0.5226561516367697
545.0,-118.55434034761714,36.299082428661336,2.3226666666666667,30268.915156507417,156602293.8962109,18322.803473366283,70881347.11714032,18898.85021965953,71355373.74826103,18989.2042833608,58799347.81648132,19615.626922020874,59988517.97281714,23357.93238605162,29021323.70538168,20480.199272377824,15421679.628500836,18436.95009610105,12807935.26052535,0.5770346590969521
602.0,-118.72716519426594,36.72628646581671,5.965981944262723,21992.637362637364,40289.56043956045,10718.13360151753,11177052.713508962,11315.741071428576,12192403.819866884,12421.076628728411,11923518.423559332,12580.910452642593,13680011.947573258,20258.61159079016,4092985.6000948455,16891.613553113555,7894212.899692566,13533.80890240712,7058719.048101452,0.5801277214194656
